t,price,p,y,u,w,variable_cost,fixed_cost,startup_cost,revenue,profit
957,24.79,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
958,22.42,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
959,21.18,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
960,21.87,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
961,24.73,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
962,27.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
963,36.1,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
964,43.54,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
965,36.81,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
966,49.53,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
967,27.98,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
968,32.83,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
969,34.67,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
970,34.05,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
971,32.4,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
972,35.72,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
973,41.21,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
974,36.75,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
975,52.38,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
976,43.13,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
977,23.95,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
978,31.61,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
979,28.25,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
980,25.45,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
981,24.43,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
982,23.86,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
983,23.09,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
984,24.01,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
985,32.14,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
986,35.02,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
987,38.32,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
988,27.81,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
989,25.85,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
990,25.21,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
991,25.78,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
992,24.94,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
993,25.45,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
994,25.1,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
995,23.57,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
996,35.98,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
997,33.46,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
998,32.2,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
999,38.79,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1000,38.22,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1001,33.13,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1002,42.09,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
1003,47.11,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
1004,60.75,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
1005,40.28,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
1006,69.72,171.0,1.0,1.0,-0.0,8550.0,2000.0,10000.0,11922.119999999999,-8627.880000000001
1007,81.31,171.0,1.0,-0.0,-0.0,8550.0,2000.0,-0.0,13904.01,3354.01
1008,85.07,171.0,1.0,-0.0,-0.0,8550.0,2000.0,-0.0,14546.97,3996.9699999999993
1009,101.66,171.0,1.0,-0.0,-0.0,8550.0,2000.0,-0.0,17383.86,6833.860000000001
1010,71.72,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,12264.119999999999,1714.119999999999
1011,81.22,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,13888.619999999999,3338.619999999999
1012,42.76,0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,0.0,0.0
1013,54.62,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1014,32.16,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1015,31.4,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1016,25.66,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1017,24.86,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1018,27.12,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1019,32.64,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1020,24.22,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1021,23.25,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1022,29.61,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1023,35.47,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
1024,75.62,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
1025,67.94,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
1026,28.01,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1027,24.92,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1028,22.88,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1029,21.27,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1030,20.93,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1031,22.17,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1032,24.88,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1033,48.23,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
1034,74.29,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
1035,46.97,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1036,27.81,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1037,24.18,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1038,22.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1039,19.97,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1040,18.17,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1041,17.25,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1042,19.99,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1043,22.97,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1044,36.85,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1045,52.21,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1046,45.39,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1047,43.62,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1048,36.04,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1049,27.82,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1050,24.61,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1051,22.27,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1052,21.44,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1053,21.72,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1054,21.65,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1055,21.49,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1056,21.4,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1057,21.73,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1058,22.03,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1059,21.14,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1060,19.5,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1061,19.58,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1062,19.67,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1063,20.46,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1064,19.55,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1065,20.25,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1066,21.3,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1067,22.55,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1068,21.6,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1069,22.57,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1070,22.38,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1071,22.39,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1072,22.35,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1073,21.06,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1074,21.66,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1075,22.11,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1076,21.53,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1077,22.59,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1078,24.52,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1079,24.9,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1080,29.41,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1081,33.48,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1082,26.57,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1083,27.28,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1084,28.25,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1085,22.47,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1086,20.64,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1087,21.69,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1088,1.6,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1089,-1.67,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
1090,-2.23,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
1091,-3.55,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
1092,4.5,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1093,21.16,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1094,35.88,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1095,30.44,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1096,28.3,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1097,32.58,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1098,25.26,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1099,20.71,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1100,18.33,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1101,19.35,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1102,23.02,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1103,22.2,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1104,25.26,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1105,26.43,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1106,34.02,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1107,34.17,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1108,16.87,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1109,15.5,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1110,15.27,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1111,17.17,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1112,19.44,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1113,18.68,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1114,13.78,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1115,10.14,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1116,20.99,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1117,49.46,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1118,43.23,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1119,31.29,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1120,29.56,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1121,24.7,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1122,22.58,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1123,21.18,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1124,20.96,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1125,19.61,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1126,19.35,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1127,20.47,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1128,21.48,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1129,22.79,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1130,23.28,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1131,19.13,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1132,7.04,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1133,14.65,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1134,3.97,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1135,-0.3,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
1136,-1.35,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
1137,-2.3,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
1138,-3.91,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
1139,-3.59,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
1140,-2.16,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
1141,20.08,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1142,20.76,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1143,20.37,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1144,20.23,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1145,16.89,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1146,15.01,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1147,16.42,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1148,15.97,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1149,4.55,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1150,16.03,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1151,16.76,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1152,18.27,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1153,23.69,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1154,22.22,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1155,22.69,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1156,18.07,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1157,20.24,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1158,20.47,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1159,20.43,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1160,22.27,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1161,27.44,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1162,27.26,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1163,22.19,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1164,20.95,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1165,27.09,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1166,31.27,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1167,33.55,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1168,41.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1169,31.98,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1170,29.39,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1171,31.22,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1172,25.5,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
1173,28.37,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
1174,46.03,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
1175,59.14,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
1176,72.69,171.0,1.0,1.0,-0.0,8550.0,2000.0,10000.0,12429.99,-8120.01
1177,199.32,171.0,1.0,-0.0,-0.0,8550.0,2000.0,-0.0,34083.72,23533.72
1178,301.51,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,51558.21,41008.21
1179,363.12,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,62093.520000000004,51543.520000000004
1180,307.55,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,52591.05,42041.05
1181,191.85,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,32806.35,22256.35
1182,162.11,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,27720.81,17170.81
1183,83.06,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,14203.26,3653.26
1184,66.53,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,11376.630000000001,826.630000000001
1185,47.29,68.0,1.0,-0.0,0.0,3400.0,2000.0,-0.0,3215.72,-2184.28
1186,43.33,68.0,1.0,-0.0,-0.0,3400.0,2000.0,-0.0,2946.44,-2453.56
1187,45.07,68.0,1.0,-0.0,-0.0,3400.0,2000.0,-0.0,3064.76,-2335.24
1188,52.86,171.0,1.0,-0.0,-0.0,8550.0,2000.0,-0.0,9039.06,-1510.9400000000005
1189,185.14,171.0,1.0,-0.0,-0.0,8550.0,2000.0,-0.0,31658.94,21108.94
1190,251.31,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,42974.01,32424.010000000002
1191,286.59,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,49006.88999999999,38456.88999999999
1192,296.94,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,50776.74,40226.74
1193,185.42,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,31706.819999999996,21156.819999999996
1194,120.22,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,20557.62,10007.619999999999
1195,114.44,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,19569.239999999998,9019.239999999998
1196,127.01,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,21718.71,11168.71
1197,93.8,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,16039.8,5489.799999999999
1198,73.34,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,12541.140000000001,1991.1400000000012
1199,88.07,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,15059.97,4509.969999999999
1200,219.72,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,37572.12,27022.120000000003
1201,320.07,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,54731.97,44181.97
1202,341.52,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,58399.92,47849.92
1203,63.88,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,10923.48,373.47999999999956
1204,49.29,0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,0.0,0.0
1205,44.61,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1206,38.79,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1207,34.18,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1208,27.19,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1209,22.29,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1210,18.08,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1211,19.07,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
1212,41.44,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
1213,76.48,171.0,1.0,1.0,-0.0,8550.0,2000.0,10000.0,13078.08,-7471.92
1214,106.01,171.0,1.0,-0.0,-0.0,8550.0,2000.0,-0.0,18127.71,7577.709999999999
1215,112.11,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,19170.81,8620.810000000001
1216,103.23,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,17652.33,7102.330000000002
1217,83.26,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,14237.460000000001,3687.460000000001
1218,82.43,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,14095.53,3545.5300000000007
1219,92.62,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,15838.02,5288.02
1220,79.09,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,13524.390000000001,2974.3900000000012
1221,67.7,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,11576.7,1026.7000000000007
1222,78.21,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,13373.909999999998,2823.909999999998
1223,86.36,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,14767.56,4217.5599999999995
1224,119.16,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,20376.36,9826.36
1225,140.3,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,23991.300000000003,13441.300000000003
1226,126.5,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,21631.5,11081.5
1227,124.92,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,21361.32,10811.32
1228,75.42,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,12896.82,2346.8199999999997
1229,48.17,0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,0.0,0.0
1230,41.97,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1231,43.69,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1232,43.94,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
1233,48.6,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
1234,50.61,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
1235,53.24,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
1236,60.07,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
1237,107.71,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1238,74.61,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
1239,60.23,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1240,57.4,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1241,50.26,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1242,48.37,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1243,42.84,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1244,44.7,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1245,41.5,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1246,40.22,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1247,49.01,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1248,57.44,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
