t,price,p,y,u,w,variable_cost,fixed_cost,startup_cost,revenue,profit
1,20.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,22.07,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
3,23.49,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
4,14.78,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
5,8.09,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
6,13.29,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
7,15.5,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
8,15.58,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
9,15.17,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10,6.8,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
11,10.35,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
12,34.12,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
13,75.02,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
14,109.59,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
15,67.45,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
16,34.16,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
17,26.2,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
18,22.43,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
19,19.6,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
20,19.72,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
21,19.35,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
22,19.15,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
23,19.92,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
24,20.43,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
25,23.98,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
26,23.43,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
27,25.91,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
28,17.58,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
29,22.77,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
30,22.94,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
31,23.31,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
32,25.86,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
33,27.86,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
34,23.95,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
35,22.19,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
36,34.99,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
37,49.93,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
38,45.39,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
39,35.82,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
40,26.15,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
41,23.45,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
42,22.04,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
43,20.9,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
44,22.01,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
45,21.48,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
46,21.32,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
47,21.09,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
48,21.54,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
49,23.55,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
50,22.74,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
51,28.68,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
52,21.58,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
53,21.73,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
54,22.59,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
55,22.36,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
56,19.83,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
57,20.09,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
58,14.49,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
59,19.45,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
60,34.15,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
61,40.26,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
62,34.52,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
63,23.63,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
64,21.29,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
65,20.68,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
66,19.09,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
67,17.12,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
68,16.21,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
69,16.09,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
70,15.11,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
71,15.94,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
72,17.7,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
73,18.63,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
74,15.2,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
75,19.97,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
76,12.34,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
77,0.43,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
78,-1.36,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
79,-3.94,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
80,-4.98,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
81,-15.46,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
82,-17.76,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
83,-14.92,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
84,-2.35,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
85,5.07,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
86,1.11,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
87,-2.21,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
88,-3.39,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
89,-10.23,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
90,-24.57,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
91,-31.69,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
92,-31.81,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
93,-31.65,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
94,-32.53,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
95,-31.35,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
96,-31.77,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
97,-27.45,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
98,-25.9,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
99,-21.63,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
100,-25.76,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
101,-27.95,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
102,-24.32,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
103,-17.74,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
104,-7.51,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
105,-8.4,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
106,-17.48,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
107,-17.66,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
108,4.58,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
109,19.28,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
110,20.78,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
111,19.7,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
112,16.06,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
113,18.72,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
114,20.91,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
115,21.13,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
116,20.5,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
117,21.62,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
118,23.57,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
119,23.92,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
120,26.14,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
121,32.09,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
122,31.79,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
123,31.83,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
124,17.93,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
125,18.71,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
126,21.56,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
127,19.93,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
128,20.17,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
129,17.38,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
130,15.83,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
131,20.72,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
132,54.45,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
133,53.97,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
134,39.68,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
135,37.99,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
136,39.41,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
137,38.09,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
138,40.78,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
139,41.04,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
140,45.46,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
141,39.9,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
142,43.42,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
143,44.67,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
144,48.35,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
145,60.06,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
146,43.11,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
147,37.69,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
148,27.37,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
149,23.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
150,21.68,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
151,20.78,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
152,20.69,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
153,17.31,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
154,0.51,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
155,13.95,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
156,26.99,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
157,29.18,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
158,32.58,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
159,31.99,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
160,31.77,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
161,27.7,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
162,26.49,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
163,25.43,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
164,24.72,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
165,24.39,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
166,24.85,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
167,23.9,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
168,26.92,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
169,31.81,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
170,41.55,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
171,61.65,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
172,33.72,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
173,31.29,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
174,31.21,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
175,30.91,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
176,27.67,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
177,29.13,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
178,33.32,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
179,26.39,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
180,44.09,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
181,50.54,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
182,44.44,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
183,49.54,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
184,43.06,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
185,39.92,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
186,31.98,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
187,28.58,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
188,30.45,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
189,30.43,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
190,30.88,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
191,32.85,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
192,36.92,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
193,42.46,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
194,51.24,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
195,43.96,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
196,42.45,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
197,43.46,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
198,37.41,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
199,36.12,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
200,39.83,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
201,43.93,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
202,45.55,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
203,39.11,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
204,41.94,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
205,41.94,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
206,38.94,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
207,36.83,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
208,35.99,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
209,38.11,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
210,33.83,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
211,26.92,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
212,25.32,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
213,24.21,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
214,22.51,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
215,21.61,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
216,21.31,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
217,22.5,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
218,22.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
219,22.61,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
220,21.37,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
221,21.09,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
222,20.23,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
223,20.33,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
224,20.71,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
225,20.54,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
226,19.84,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
227,18.82,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
228,29.77,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
229,44.81,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
230,34.59,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
231,37.91,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
232,40.26,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
233,41.11,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
234,40.64,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
235,34.9,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
236,34.68,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
237,31.7,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
238,28.21,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
239,27.88,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
240,25.98,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
241,26.98,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
242,33.23,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
243,23.3,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
244,19.36,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
245,20.73,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
246,16.36,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
247,5.14,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
248,-0.06,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
249,-1.43,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
250,-2.19,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
251,-2.88,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
252,22.83,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
253,32.73,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
254,28.31,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
255,28.49,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
256,27.2,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
257,26.79,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
258,27.97,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
259,29.39,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
260,33.53,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
261,29.7,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
262,35.07,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
263,34.35,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
264,37.33,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
265,38.1,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
266,43.66,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
267,43.47,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
268,25.68,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
269,16.48,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
270,12.58,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
271,7.26,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
272,10.8,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
273,1.71,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
274,0.59,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
275,9.62,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
276,28.56,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
277,38.68,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
278,34.2,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
279,27.87,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
280,25.33,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
281,24.65,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
282,22.88,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
283,24.76,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
284,25.35,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
285,24.97,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
286,26.07,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
287,28.45,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
288,41.99,68.0,1.0,1.0,-0.0,3400.0,2000.0,10000.0,2855.32,-12544.68
289,79.17,171.0,1.0,0.0,-0.0,8550.0,2000.0,0.0,13538.07,2988.0699999999997
290,173.12,171.0,1.0,-0.0,-0.0,8550.0,2000.0,-0.0,29603.52,19053.52
291,122.26,171.0,1.0,-0.0,0.0,8550.0,2000.0,-0.0,20906.46,10356.46
292,27.39,0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,0.0,0.0
293,27.39,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
294,25.2,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
295,23.86,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
296,22.27,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
297,20.27,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
298,19.94,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
299,19.06,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
300,34.58,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
301,72.93,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
302,88.18,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
