interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,publish_time_local,publish_time_utc,north,south,west,houston,system_total,forecast_date,publish_time_used
2025-03-17 06:00:00-05:00,2025-03-17 11:00:00+00:00,2025-03-17 07:00:00-05:00,2025-03-17 12:00:00+00:00,2025-03-16 14:30:00-05:00,2025-03-16 19:30:00+00:00,14692.654116894528,10531.501442956536,8492.656642980957,10786.137504199218,44502.94970703124,2025-03-17,latest
2025-03-17 07:00:00-05:00,2025-03-17 12:00:00+00:00,2025-03-17 08:00:00-05:00,2025-03-17 13:00:00+00:00,2025-03-16 14:30:00-05:00,2025-03-16 19:30:00+00:00,15556.54223375244,11162.856033947754,8607.261323510742,11140.46968125,46467.12927246094,2025-03-17,latest
2025-03-17 08:00:00-05:00,2025-03-17 13:00:00+00:00,2025-03-17 09:00:00-05:00,2025-03-17 14:00:00+00:00,2025-03-16 14:30:00-05:00,2025-03-16 19:30:00+00:00,15614.427401965331,11223.448384277339,9118.684434362794,11328.759237402344,47285.31945800781,2025-03-17,latest
2025-03-17 09:00:00-05:00,2025-03-17 14:00:00+00:00,2025-03-17 10:00:00-05:00,2025-03-17 15:00:00+00:00,2025-03-16 14:30:00-05:00,2025-03-16 19:30:00+00:00,15480.30399984131,11151.67954637451,9650.21141882324,11599.364605273437,47881.5595703125,2025-03-17,latest
2025-03-17 10:00:00-05:00,2025-03-17 15:00:00+00:00,2025-03-17 11:00:00-05:00,2025-03-17 16:00:00+00:00,2025-03-16 14:30:00-05:00,2025-03-16 19:30:00+00:00,15234.4633574585,11037.701161132813,9573.744914416502,11800.020620703124,47645.93005371094,2025-03-17,latest
2025-03-17 11:00:00-05:00,2025-03-17 16:00:00+00:00,2025-03-17 12:00:00-05:00,2025-03-17 17:00:00+00:00,2025-03-16 14:30:00-05:00,2025-03-16 19:30:00+00:00,15095.368728100588,11025.955527587885,9457.63930769043,11979.545958105467,47558.50952148437,2025-03-17,latest
2025-03-17 12:00:00-05:00,2025-03-17 17:00:00+00:00,2025-03-17 13:00:00-05:00,2025-03-17 18:00:00+00:00,2025-03-16 14:30:00-05:00,2025-03-16 19:30:00+00:00,15130.882904101565,11114.111385925296,9341.910574523923,12129.08500361328,47715.98986816407,2025-03-17,latest
2025-03-17 13:00:00-05:00,2025-03-17 18:00:00+00:00,2025-03-17 14:00:00-05:00,2025-03-17 19:00:00+00:00,2025-03-16 14:30:00-05:00,2025-03-16 19:30:00+00:00,15382.458366918949,11403.21736697998,9394.753741491695,12422.620329296877,48603.0498046875,2025-03-17,latest
2025-03-17 14:00:00-05:00,2025-03-17 19:00:00+00:00,2025-03-17 15:00:00-05:00,2025-03-17 20:00:00+00:00,2025-03-16 14:30:00-05:00,2025-03-16 19:30:00+00:00,15748.292318139653,11723.130310729974,9402.229680407712,12731.56766142578,49605.21997070312,2025-03-17,latest
2025-03-17 15:00:00-05:00,2025-03-17 20:00:00+00:00,2025-03-17 16:00:00-05:00,2025-03-17 21:00:00+00:00,2025-03-16 14:30:00-05:00,2025-03-16 19:30:00+00:00,16188.852110217284,12133.041495825199,9387.71767794189,13049.198896679687,50758.81018066406,2025-03-17,latest
2025-03-17 16:00:00-05:00,2025-03-17 21:00:00+00:00,2025-03-17 17:00:00-05:00,2025-03-17 22:00:00+00:00,2025-03-16 14:30:00-05:00,2025-03-16 19:30:00+00:00,16633.124096276857,12617.640782946775,9419.498135424803,13204.867356445313,51875.13037109375,2025-03-17,latest
2025-03-17 17:00:00-05:00,2025-03-17 22:00:00+00:00,2025-03-17 18:00:00-05:00,2025-03-17 23:00:00+00:00,2025-03-16 14:30:00-05:00,2025-03-16 19:30:00+00:00,16880.678405334467,12926.389759802243,9304.828633886716,13162.982595507812,52274.87939453124,2025-03-17,latest
2025-03-17 18:00:00-05:00,2025-03-17 23:00:00+00:00,2025-03-17 19:00:00-05:00,2025-03-18 00:00:00+00:00,2025-03-16 14:30:00-05:00,2025-03-16 19:30:00+00:00,16793.075903051766,13010.431819921876,8961.954101928713,12846.488492480468,51611.95031738282,2025-03-17,latest
2025-03-17 19:00:00-05:00,2025-03-18 00:00:00+00:00,2025-03-17 20:00:00-05:00,2025-03-18 01:00:00+00:00,2025-03-17 14:30:00-05:00,2025-03-17 19:30:00+00:00,16643.292004394527,13188.276417749024,8815.045084497075,12461.6670109375,51108.28051757813,2025-03-17,latest
2025-03-17 20:00:00-05:00,2025-03-18 01:00:00+00:00,2025-03-17 21:00:00-05:00,2025-03-18 02:00:00+00:00,2025-03-17 14:30:00-05:00,2025-03-17 19:30:00+00:00,16835.7557470581,13328.585825683593,8865.805250988768,12467.863796386719,51498.01062011718,2025-03-17,latest
2025-03-17 21:00:00-05:00,2025-03-18 02:00:00+00:00,2025-03-17 22:00:00-05:00,2025-03-18 03:00:00+00:00,2025-03-17 14:30:00-05:00,2025-03-17 19:30:00+00:00,16299.319779235844,12797.790493273926,8796.981710888675,12175.507625976563,50069.59960937501,2025-03-17,latest
2025-03-17 22:00:00-05:00,2025-03-18 03:00:00+00:00,2025-03-17 23:00:00-05:00,2025-03-18 04:00:00+00:00,2025-03-17 14:30:00-05:00,2025-03-17 19:30:00+00:00,15258.502398669436,11914.492603039553,8708.37294692383,11656.3431109375,47537.71105957032,2025-03-17,latest
2025-03-17 23:00:00-05:00,2025-03-18 04:00:00+00:00,2025-03-18 00:00:00-05:00,2025-03-18 05:00:00+00:00,2025-03-17 14:30:00-05:00,2025-03-17 19:30:00+00:00,14001.02061182862,10887.963520495608,8675.944458203125,11071.071287402345,44635.9998779297,2025-03-17,latest
2025-03-18 00:00:00-05:00,2025-03-18 05:00:00+00:00,2025-03-18 01:00:00-05:00,2025-03-18 06:00:00+00:00,2025-03-17 14:30:00-05:00,2025-03-17 19:30:00+00:00,12851.367898791505,10181.96053184815,8653.332090063479,10633.290284960936,42319.95080566407,2025-03-18,latest
2025-03-18 01:00:00-05:00,2025-03-18 06:00:00+00:00,2025-03-18 02:00:00-05:00,2025-03-18 07:00:00+00:00,2025-03-17 14:30:00-05:00,2025-03-17 19:30:00+00:00,12101.824048693848,9721.338289758301,8557.552397875977,10302.264633789062,40682.97937011719,2025-03-18,latest
2025-03-18 02:00:00-05:00,2025-03-18 07:00:00+00:00,2025-03-18 03:00:00-05:00,2025-03-18 08:00:00+00:00,2025-03-17 14:30:00-05:00,2025-03-17 19:30:00+00:00,11646.39099671631,9412.587910375983,8506.541208044437,10101.170192480467,39666.6903076172,2025-03-18,latest
2025-03-18 03:00:00-05:00,2025-03-18 08:00:00+00:00,2025-03-18 04:00:00-05:00,2025-03-18 09:00:00+00:00,2025-03-17 14:30:00-05:00,2025-03-17 19:30:00+00:00,11543.081714196775,9273.830145544434,8431.541996411132,10021.536866503906,39269.99072265625,2025-03-18,latest
2025-03-18 04:00:00-05:00,2025-03-18 09:00:00+00:00,2025-03-18 05:00:00-05:00,2025-03-18 10:00:00+00:00,2025-03-17 14:30:00-05:00,2025-03-17 19:30:00+00:00,11735.62125455322,9317.367802832032,8398.582017321778,10118.538788574218,39570.10986328125,2025-03-18,latest
2025-03-18 05:00:00-05:00,2025-03-18 10:00:00+00:00,2025-03-18 06:00:00-05:00,2025-03-18 11:00:00+00:00,2025-03-17 14:30:00-05:00,2025-03-17 19:30:00+00:00,12374.821588549808,9688.333536743165,8363.026953808596,10491.74773046875,40917.92980957032,2025-03-18,latest
2025-03-18 06:00:00-05:00,2025-03-18 11:00:00+00:00,2025-03-18 07:00:00-05:00,2025-03-18 12:00:00+00:00,2025-03-17 14:30:00-05:00,2025-03-17 19:30:00+00:00,13566.71532736816,10465.188477954109,8442.450324658206,11024.575679589843,43498.92980957032,2025-03-18,latest
2025-03-18 07:00:00-05:00,2025-03-18 12:00:00+00:00,2025-03-18 08:00:00-05:00,2025-03-18 13:00:00+00:00,2025-03-17 14:30:00-05:00,2025-03-17 19:30:00+00:00,14284.069087194825,10975.13198234864,8522.502393444829,11338.426419824218,45120.12988281251,2025-03-18,latest
2025-03-18 08:00:00-05:00,2025-03-18 13:00:00+00:00,2025-03-18 09:00:00-05:00,2025-03-18 14:00:00+00:00,2025-03-17 14:30:00-05:00,2025-03-17 19:30:00+00:00,14496.37053721924,11167.528532177734,8869.147240075683,11537.733841894533,46070.78015136719,2025-03-18,latest
2025-03-18 09:00:00-05:00,2025-03-18 14:00:00+00:00,2025-03-18 10:00:00-05:00,2025-03-18 15:00:00+00:00,2025-03-17 14:30:00-05:00,2025-03-17 19:30:00+00:00,14690.149856762697,11392.12093565674,9288.71306119385,11793.786410058592,47164.77026367188,2025-03-18,latest
2025-03-18 10:00:00-05:00,2025-03-18 15:00:00+00:00,2025-03-18 11:00:00-05:00,2025-03-18 16:00:00+00:00,2025-03-17 14:30:00-05:00,2025-03-17 19:30:00+00:00,14859.830486303716,11616.0581501709,9250.23067270508,12044.910475976561,47771.02978515626,2025-03-18,latest
2025-03-18 11:00:00-05:00,2025-03-18 16:00:00+00:00,2025-03-18 12:00:00-05:00,2025-03-18 17:00:00+00:00,2025-03-17 14:30:00-05:00,2025-03-17 19:30:00+00:00,15031.7960418335,11866.105121655277,9219.854695104978,12290.553467578124,48408.30932617188,2025-03-18,latest
2025-03-18 12:00:00-05:00,2025-03-18 17:00:00+00:00,2025-03-18 13:00:00-05:00,2025-03-18 18:00:00+00:00,2025-03-17 14:30:00-05:00,2025-03-17 19:30:00+00:00,15254.716823583987,12207.105676269532,9306.273214404298,12489.904041601561,49257.99975585938,2025-03-18,latest
2025-03-18 13:00:00-05:00,2025-03-18 18:00:00+00:00,2025-03-18 14:00:00-05:00,2025-03-18 19:00:00+00:00,2025-03-17 14:30:00-05:00,2025-03-17 19:30:00+00:00,15577.279821386726,12623.447213647461,9398.191531372076,12689.121716796875,50288.04028320314,2025-03-18,latest
2025-03-18 14:00:00-05:00,2025-03-18 19:00:00+00:00,2025-03-18 15:00:00-05:00,2025-03-18 20:00:00+00:00,2025-03-17 14:30:00-05:00,2025-03-17 19:30:00+00:00,15878.828960522456,12965.14060078125,9441.807338403318,12835.712724316407,51121.48962402343,2025-03-18,latest
2025-03-18 15:00:00-05:00,2025-03-18 20:00:00+00:00,2025-03-18 16:00:00-05:00,2025-03-18 21:00:00+00:00,2025-03-17 14:30:00-05:00,2025-03-17 19:30:00+00:00,16289.842165063475,13345.90729025879,9424.260379541018,12972.039725683591,52032.04956054688,2025-03-18,latest
2025-03-18 16:00:00-05:00,2025-03-18 21:00:00+00:00,2025-03-18 17:00:00-05:00,2025-03-18 22:00:00+00:00,2025-03-17 14:30:00-05:00,2025-03-17 19:30:00+00:00,16835.557407702632,13793.464841198727,9368.234684985351,13005.682763378905,53002.93969726562,2025-03-18,latest
